paper_id,equation_id,texbleu,levenshtein_distance,sequence_similarity,rouge_l,avg_tree_edit_distance,individual_ted_scores
ICLR_2024_oral_25,3,0.1157,0.252,0.34523809523809523,0.2381,0.6666666666666666,[np.float64(0.6666666666666666)]
ICLR_2024_oral_26,1,0.7642,0.2515,0.2490842490842491,0.1667,1.0,[1.0]
ICLR_2024_oral_26,2,0.7712,0.1344,0.09230769230769231,0.0896,1.0,[1.0]
ICLR_2024_oral_26,3,0.5458,0.5895,0.6134969325153374,0.5789,0.5,[np.float64(0.5)]
ICLR_2024_oral_26,4,0.7888,0.3141,0.3090128755364807,0.3077,0.5454545454545454,[np.float64(0.5454545454545454)]
ICLR_2024_oral_26,5,0.6797,0.5301,0.6622516556291391,0.6857,0.7954545454545454,[np.float64(0.7954545454545454)]
ICLR_2024_oral_27,1,0.2837,0.3288,0.45714285714285713,0.5294,0.35714285714285715,[np.float64(0.35714285714285715)]
ICLR_2024_oral_27,2,0.6957,0.3856,0.5957446808510638,0.641,1.0,[1.0]
ICLR_2024_oral_27,3,0.2879,0.2564,0.45714285714285713,0.3704,1.0,[1.0]
ICLR_2024_oral_27,4,0.5371,0.3625,0.43795620437956206,0.5714,1.0,[1.0]
ICLR_2024_oral_27,5,0.4905,0.3457,0.5,0.4103,0.5384615384615384,[np.float64(0.5384615384615384)]
ICLR_2024_oral_27,6,0.0211,0.176,0.2894736842105263,0.359,0.46153846153846156,[np.float64(0.46153846153846156)]
ICLR_2024_oral_27,7,0.2072,0.3514,0.483271375464684,0.5507,1.0,[1.0]
ICLR_2024_oral_28,1,0.9987,0.9885,0.9942196531791907,1.0,0.0,[np.float64(0.0)]
ICLR_2024_oral_28,2,0.11,0.2233,0.3120567375886525,0.4762,1.0,[1.0]
ICLR_2024_oral_28,3,0.7231,0.7024,0.7972972972972973,0.7907,1.0,[1.0]
ICLR_2024_oral_28,4,0.739,0.3421,0.46601941747572817,0.5172,1.0,[1.0]
ICLR_2024_oral_28,5,0.7414,0.3404,0.48148148148148145,0.5,0.0,[np.float64(0.0)]
ICLR_2024_oral_29,1,0.6423,0.4062,0.6265060240963856,0.6522,0.3181818181818182,[np.float64(0.3181818181818182)]
ICLR_2024_oral_29,2,0.9994,0.9867,0.9932885906040269,1.0,0.0,[np.float64(0.0)]
ICLR_2024_oral_29,3,0.7554,0.4948,0.6369047619047619,0.6742,1.0,[1.0]
ICLR_2024_oral_29,4,0.724,0.75,0.8484848484848485,0.8696,0.0,[np.float64(0.0)]
ICLR_2024_oral_29,5,0.8078,0.8544,0.9220338983050848,0.9487,0.0,[np.float64(0.0)]
ICLR_2024_oral_29,6,0.1135,0.2692,0.36127167630057805,0.321,0.5714285714285714,[np.float64(0.5714285714285714)]
ICLR_2024_oral_29,7,0.7855,0.7778,0.8536585365853658,0.8571,1.0,[1.0]
ICLR_2024_oral_29,8,0.3679,0.2881,0.47959183673469385,0.5556,0.11764705882352941,[np.float64(0.11764705882352941)]
ICLR_2024_oral_3,1,0.01,0.1074,0.13953488372093023,0.2,0.8571428571428571,[np.float64(0.8571428571428571)]
ICLR_2024_oral_3,2,0.4674,0.5733,0.7272727272727273,0.7895,0.0,[np.float64(0.0)]
ICLR_2024_oral_3,3,0.4483,0.4846,0.6350710900473934,0.5882,0.4,[np.float64(0.4)]
ICLR_2024_oral_3,4,0.7507,0.2203,0.38461538461538464,0.4516,0.8181818181818182,[np.float64(0.8181818181818182)]
ICLR_2024_oral_3,5,0.3108,0.3388,0.4808743169398907,0.4906,0.4,[np.float64(0.4)]
ICLR_2024_oral_3,6,0.3018,0.2515,0.31666666666666665,0.4062,0.6666666666666666,[np.float64(0.6666666666666666)]
ICLR_2024_oral_3,7,0.6366,0.4945,0.6068111455108359,0.5169,0.5555555555555556,[np.float64(0.5555555555555556)]
ICLR_2024_oral_3,8,0.4973,0.2676,0.2797494780793319,0.256,0.8695652173913043,[np.float64(0.8695652173913043)]
ICLR_2024_oral_3,9,0.3555,0.4186,0.5147058823529411,0.5,1.0,[1.0]
ICLR_2024_oral_3,10,0.0791,0.1439,0.20058997050147492,0.241,1.0,[1.0]
ICLR_2024_oral_3,11,0.7369,0.2273,0.026041666666666668,0.2022,0.75,[np.float64(0.75)]
ICLR_2024_oral_3,12,0.4163,0.209,0.2222222222222222,0.0706,1.0,[1.0]
ICLR_2024_oral_3,13,0.7651,0.3977,0.6309523809523809,0.6486,1.0,[1.0]
ICLR_2024_oral_31,1,0.591,0.4194,0.5882352941176471,0.7059,1.0,[1.0]
ICLR_2024_oral_31,2,0.7635,0.2703,0.42857142857142855,0.5,1.0,[1.0]
ICLR_2024_oral_31,3,0.5377,0.4833,0.4954128440366973,0.6111,0.5,[np.float64(0.5)]
ICLR_2024_oral_31,4,0.6832,0.4746,0.5641025641025641,0.5641,1.0,[1.0]
ICLR_2024_oral_31,5,0.0905,0.1553,0.2222222222222222,0.2381,0.6923076923076923,[np.float64(0.6923076923076923)]
ICLR_2024_oral_31,6,0.4492,0.5028,0.6289752650176679,0.6506,0.0,[np.float64(0.0)]
ICLR_2024_oral_31,7,0.0001,0.0636,0.11827956989247312,0.1132,1.0,[1.0]
ICLR_2024_oral_31,8,0.3321,0.3761,0.49142857142857144,0.4828,0.0,[np.float64(0.0)]
ICLR_2024_oral_32,1,0.8054,0.5385,0.6633663366336634,0.6512,1.0,[1.0]
ICLR_2024_oral_32,2,0.8955,0.8,0.8888888888888888,0.875,0.45454545454545453,[np.float64(0.45454545454545453)]
ICLR_2024_oral_32,3,0.4143,0.3171,0.47244094488188976,0.6667,1.0,[1.0]
ICLR_2024_oral_32,4,0.5579,0.5205,0.6666666666666666,0.6914,1.0,[np.float64(1.0)]
ICLR_2024_oral_32,5,0.6289,0.6833,0.8075117370892019,0.7385,0.0,[np.float64(0.0)]
ICLR_2024_oral_32,6,0.151,0.2479,0.30120481927710846,0.2642,0.5,[np.float64(0.5)]
ICLR_2024_oral_32,7,0.667,0.379,0.6204081632653061,0.6154,1.0,[1.0]
ICLR_2024_oral_35,1,0.0284,0.1532,0.23529411764705882,0.2264,0.85,[np.float64(0.85)]
ICLR_2024_oral_35,2,0.1726,0.3621,0.525,0.4533,0.75,[np.float64(0.75)]
ICLR_2024_oral_35,3,0.0051,0.0796,0.10606060606060606,0.122,1.0,[1.0]
ICLR_2024_oral_35,4,0.8169,0.2571,0.3938223938223938,0.2029,1.0,[1.0]
ICLR_2024_oral_35,5,0.7118,0.4286,0.5360824742268041,0.3077,1.0,[1.0]
ICLR_2024_oral_35,6,0.1247,0.1786,0.3252032520325203,0.069,1.0,[1.0]
ICLR_2024_oral_36,1,0.4494,0.2024,0.42857142857142855,0.4091,0.9473684210526315,[np.float64(0.9473684210526315)]
ICLR_2024_oral_36,2,0.1935,0.2841,0.4291497975708502,0.4923,1.0,[1.0]
ICLR_2024_oral_36,3,1.0,1.0,1.0,1.0,0.0,[np.float64(0.0)]
ICLR_2024_oral_36,4,0.2721,0.3097,0.4024390243902439,0.4889,1.0,[1.0]
ICLR_2024_oral_37,1,0.6224,0.0556,0.22857142857142856,0.1818,0.8333333333333334,[np.float64(0.8333333333333334)]
ICLR_2024_oral_37,2,0.9663,0.9275,0.9552238805970149,0.9302,1.0,[1.0]
ICLR_2024_oral_37,3,0.587,0.3458,0.45595854922279794,0.4828,1.0,[1.0]
ICLR_2024_oral_37,4,0.3391,0.3333,0.43243243243243246,0.5,0.6666666666666666,[np.float64(0.6666666666666666)]
ICLR_2024_oral_37,5,0.6253,0.2715,0.37547892720306514,0.5385,1.0,[1.0]
ICLR_2024_oral_37,6,0.4705,0.5166,0.6530612244897959,0.8182,1.0,[1.0]
ICLR_2024_oral_37,7,0.6796,0.3529,0.04050632911392405,0.4158,1.0,[1.0]
ICLR_2024_oral_37,8,0.0987,0.2446,0.37777777777777777,0.3793,0.0,[np.float64(0.0)]
ICLR_2024_oral_37,9,0.7082,0.5,0.631578947368421,0.6538,0.0,[np.float64(0.0)]
ICLR_2024_oral_37,10,0.8085,0.4679,0.6923076923076923,0.6866,0.3076923076923077,[np.float64(0.3076923076923077)]
ICLR_2024_oral_38,1,0.7565,0.3462,0.4235294117647059,0.3478,1.0,[1.0]
ICLR_2024_oral_38,2,0.6758,0.3905,0.546448087431694,0.75,1.0,[1.0]
ICLR_2024_oral_38,3,0.7846,0.5207,0.6956521739130435,0.8056,1.0,[1.0]
ICLR_2024_oral_38,4,0.7469,0.6645,0.8013937282229965,0.7692,1.0,[1.0]
ICLR_2024_oral_38,5,0.5597,0.6286,0.768,0.7333,1.0,[1.0]
ICLR_2024_oral_38,6,0.456,0.6026,0.746031746031746,0.7692,0.375,[np.float64(0.375)]
ICLR_2024_oral_38,7,0.7325,0.8355,0.9,0.9143,1.0,[1.0]
ICLR_2024_oral_38,8,0.7374,0.3923,0.09467455621301775,0.5106,1.0,[1.0]
ICLR_2024_oral_39,1,0.204,0.2207,0.2648401826484018,0.2258,1.0,[1.0]
ICLR_2024_oral_39,2,0.7086,0.2628,0.4797047970479705,0.5067,1.0,[1.0]
ICLR_2024_oral_39,3,0.7441,0.4033,0.6042296072507553,0.6667,0.3076923076923077,[np.float64(0.3076923076923077)]
ICLR_2024_oral_39,4,0.7846,0.3333,0.4772727272727273,0.1429,1.0,[1.0]
ICLR_2024_oral_4,1,0.0094,0.1467,0.25,0.3333,1.0,[1.0]
ICLR_2024_oral_4,2,0.5795,0.5833,0.7261146496815286,0.7755,1.0,[1.0]
ICLR_2024_oral_4,3,0.3457,0.3446,0.4316546762589928,0.3371,1.0,[1.0]
ICLR_2024_oral_41,1,0.854,0.5114,0.6308724832214765,0.7442,0.0,[np.float64(0.0)]
ICLR_2024_oral_41,2,0.619,0.2069,0.38181818181818183,0.3784,0.0,[np.float64(0.0)]
ICLR_2024_oral_41,3,0.6174,0.5888,0.7731958762886598,0.8387,0.0,[np.float64(0.0)]
ICLR_2024_oral_41,4,0.5823,0.5442,0.6819923371647509,0.7901,1.0,[1.0]
